Format: index, leftIndex, rightIndex, class - uX, uY, vX, vY, thresh - Score
1, 2, 3, -1 - 6, -56, -58, 0, 31.272317 - 0.593735
2, 4, 5, -1 - 40, 3, 1, 0, 41.184729 - 0.605418
3, 6, 7, -1 - 2, -20, -11, 0, 86.736656 - 0.656915
4, 8, 9, -1 - -34, -1, 46, -14, 53.910947 - 0.506585
5, 10, 11, -1 - 1, 16, -47, -9, -63.621937 - 0.970684
6, 12, 13, -1 - -29, -20, -7, -33, -36.912137 - 0.702969
7, 14, 15, -1 - -4, 2, -42, -12, -26.371044 - 0.704545
8, 16, 17, -1 - 35, -12, -16, -37, 18.570513 - 0.272883
9, 18, 19, -1 - -29, -7, -32, 39, -70.641194 - 0.442445
10, 20, 21, -1 - 51, 3, -19, 53, 92.352062 - 0.034402
11, 22, 23, -1 - -42, -23, 46, 12, -58.098086 - 0.974365
12, 24, 25, -1 - 45, -20, -55, -20, 93.823054 - 0.789400
13, 26, 27, -1 - 18, -2, -25, -21, 11.502426 - 0.575589
14, 28, 29, -1 - 39, 23, 28, -20, -71.727653 - 0.913483
15, 30, 31, -1 - -8, -18, -31, 39, 98.370312 - 0.632912
16, 32, 33, -1 - 32, -28, -35, -28, 34.067812 - 0.045013
17, 34, 35, -1 - -49, -3, 22, 16, -89.086581 - 0.600411
18, 36, 37, -1 - -26, 44, 23, -10, 25.144200 - 0.042221
19, 38, 39, -1 - -29, 31, 49, -25, 27.616199 - 0.161918
20, 40, 41, -1 - -28, 33, 5, 0, 11.142308 - 0.574636
21, 42, 43, -1 - -8, 7, 3, 21, -55.565050 - 0.008124
22, 44, 45, -1 - 44, -14, 0, 0, 11.484115 - 0.871678
23, 46, 47, -1 - -8, 27, 1, -42, -2.059999 - 0.825089
24, 48, 49, -1 - 29, -41, -32, -21, 48.509171 - 0.555493
25, 50, 51, -1 - 38, 27, -14, -44, 12.356944 - 0.862686
26, 52, 53, -1 - 7, 2, -47, -13, 12.137211 - 0.271990
27, 54, 55, -1 - 52, 1, 6, -19, 54.991302 - 0.477597
28, 56, 57, -1 - 51, 1, 31, -12, -21.518601 - 0.390343
29, 58, 59, -1 - 24, 23, 44, 36, -26.480911 - 0.915723
30, 60, 61, -1 - 26, -52, -49, -21, 21.170690 - 0.932446
31, 62, 63, -1 - -8, 7, 3, -22, -32.316050 - 0.245928
32, 64, 65, -1 - -22, 53, -1, -13, -25.327311 - 0.012218
33, 66, 67, -1 - -9, -28, 2, -14, 47.758415 - 0.674698
34, 68, 69, -1 - 7, 17, 48, 8, 46.574297 - 0.361248
35, 70, 71, -1 - 0, -55, 46, -35, -85.839412 - 0.456808
36, 72, 73, -1 - -29, -10, -13, -33, -17.813654 - 0.958712
37, 74, 75, -1 - -30, -6, -6, -26, 51.438948 - 0.027599
38, 76, 77, -1 - -17, 56, -16, 13, 80.114139 - 0.462631
39, 78, 79, -1 - -14, -21, 52, -13, 71.288186 - 0.078231
40, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
41, 80, 81, -1 - 18, -9, -13, 1, -72.283090 - 0.918296
42, 82, 83, -1 - 18, -9, -13, 1, -72.283090 - 0.811278
43, 84, 85, -1 - -39, -10, -6, 11, 41.898862 - 0.002478
44, 86, 87, -1 - 44, 9, 33, 47, -62.236396 - 0.069757
45, 88, 89, -1 - 14, 3, -10, 12, -51.701407 - 0.890689
46, 90, 91, -1 - -50, -1, -15, 21, 24.332408 - 0.526318
47, 92, 93, -1 - -5, -9, -8, 52, 74.584185 - 0.979430
48, 94, 95, -1 - -8, -46, -36, 5, 31.919309 - 0.884341
49, 96, 97, -1 - -17, -15, -9, -33, -91.027558 - 0.097397
50, 98, 99, -1 - 53, 23, 33, 2, 89.422285 - 0.815720
51, 100, 101, -1 - 12, 1, 21, -10, -29.923399 - 0.860397
52, 102, 103, -1 - -4, -35, -34, -40, 81.334880 - 0.084326
53, 104, 105, -1 - -41, 19, 19, 39, -26.529740 - 0.919777
54, 106, 107, -1 - -8, -57, -58, -14, 32.474746 - 0.327838
55, 108, 109, -1 - 58, -8, 1, 4, 94.409009 - 0.815294
56, 110, 111, -1 - 13, -56, -8, -9, 65.221107 - 0.918296
57, 112, 113, -1 - -22, -36, 14, 50, -98.278756 - 0.087863
58, 114, 115, -1 - 28, -7, 25, -21, -44.413587 - 0.118737
59, 116, 117, -1 - 23, -21, -15, -25, 35.764641 - 0.999999
60, 118, 119, -1 - -9, -11, 9, 0, 79.241310 - 0.550858
61, 120, 121, -1 - 38, -30, 36, -17, 34.128849 - 0.924118
62, 122, 123, -1 - -18, 35, 14, -40, -25.174718 - 0.081359
63, 124, 125, -1 - 37, 11, -23, -35, -5.398724 - 0.350710
64, 126, 127, -1 - 46, 3, 7, -52, -84.398938 - 0.251620
65, 128, 129, -1 - -25, -49, 30, -3, -56.828516 - 0.001239
66, 130, 131, -1 - -15, -48, 35, -16, 26.859340 - 0.509516
67, 132, 133, -1 - -8, -31, 11, 19, 89.434492 - 0.482463
68, 134, 135, -1 - -16, 49, 46, 10, 61.540574 - 0.442330
69, 136, 137, -1 - -2, 14, -56, -3, 15.640736 - 0.063692
70, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
71, 138, 139, -1 - 22, -26, 7, -31, 11.050752 - 0.131008
72, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
73, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
74, 140, 141, -1 - 10, -4, 6, 2, -55.247658 - 0.005131
75, 142, 143, -1 - 41, -11, -29, -5, 92.913602 - 0.293660
76, 144, 145, -1 - 12, 15, 56, -10, -18.521683 - 0.942420
77, 146, 147, -1 - -9, -49, 46, -23, 13.791314 - 0.081417
78, 148, 149, -1 - 50, -30, 12, -58, -25.333415 - 0.110151
79, 150, 151, -1 - 50, -32, 24, -32, 4.745628 - 0.033433
80, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
81, 152, 153, -1 - 0, -55, 46, -35, -85.839412 - 1.000000
82, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
83, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
84, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
85, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
86, 154, 155, -1 - -3, -12, -36, -14, 9.720145 - 0.671024
87, 156, 157, -1 - -20, -16, 43, 16, 77.770318 - 0.005297
88, 158, 159, -1 - 20, 46, 25, 3, 77.550584 - 0.417122
89, 160, 161, -1 - 25, -47, 22, -1, -54.741050 - 0.282123
90, 162, 163, -1 - -43, -40, 25, 8, 95.947142 - 0.939685
91, 164, 165, -1 - 28, -24, 22, -16, 65.276040 - 0.067427
92, 166, 167, -1 - -13, -56, -11, -7, 9.006012 - 0.767345
93, 168, 169, -1 - -27, -8, 14, -7, 35.782952 - 0.051191
94, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
95, 170, 171, -1 - 18, -9, -13, 1, -72.283090 - 0.032139
96, 172, 173, -1 - -45, -13, -34, -4, -1.565600 - 0.067077
97, 174, 175, -1 - 13, -56, -8, -9, 65.221107 - 0.895866
98, 176, 177, -1 - 34, -3, 31, -39, -69.200720 - 0.480992
99, 178, 179, -1 - -31, 37, 28, 36, 45.139927 - 0.083873
100, 180, 181, -1 - 38, -22, 46, 14, -77.568896 - 0.758030
101, 182, 183, -1 - -41, 39, 24, -19, 49.516282 - 0.269635
102, 184, 185, -1 - -29, -5, 17, -3, -31.076998 - 0.043552
103, 186, 187, -1 - -8, -42, -9, -9, 99.871822 - 0.903259
104, 188, 189, -1 - -9, -6, -5, 58, -41.966002 - 0.946734
105, 190, 191, -1 - -47, -18, 0, 1, -12.613300 - 0.873315
106, 192, 193, -1 - -8, -51, 23, -28, 73.491623 - 0.782027
107, 194, 195, -1 - -24, -36, 5, -55, -43.211158 - 0.123754
108, 196, 197, -1 - 7, -54, -41, -15, 37.076937 - 0.780317
109, 198, 199, -1 - 12, -52, 7, 24, 96.429334 - 0.683681
110, 200, 201, -1 - -45, -13, -22, 51, -28.250984 - 0.290024
111, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
112, 202, 203, -1 - -5, 2, -22, -37, 16.067995 - 0.828920
113, 204, 205, -1 - -55, 5, 40, 21, -48.448134 - 0.020272
114, 206, 207, -1 - 1, -8, 0, 12, 6.967376 - 0.205593
115, 208, 209, -1 - -30, 0, -2, -58, -93.023469 - 0.012046
116, 210, 211, -1 - -19, -17, 12, 0, 46.525468 - 0.251984
117, 212, 213, -1 - 3, -25, -5, -4, 97.283853 - 0.608259
118, 214, 215, -1 - -26, 3, -10, -22, -58.983123 - 0.171920
119, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
120, 216, 217, -1 - -25, -18, 6, -9, -50.425733 - 0.699325
121, 218, 219, -1 - -19, 3, -7, -29, 51.676992 - 0.026890
122, 220, 221, -1 - -9, 9, 21, -52, -6.521805 - 0.030667
123, 222, 223, -1 - -15, 5, 21, 36, -65.654469 - 0.560577
124, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
125, 224, 225, -1 - 17, -1, 1, 1, 48.844874 - 0.981941
126, 226, 227, -1 - 27, 17, 14, 28, 49.656667 - 0.116489
127, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
128, 228, 229, -1 - -8, -42, -9, -9, 99.871822 - 0.050477
129, 230, 231, -1 - 18, 5, 2, 4, -40.543840 - 0.000671
130, 232, 233, -1 - 45, 1, 30, 26, -23.020112 - 0.970951
131, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
132, 234, 235, -1 - -29, -10, -13, -33, -17.813654 - 0.322757
133, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
134, 236, 237, -1 - -17, 14, 46, 4, 54.222236 - 0.296232
135, 238, 239, -1 - 0, 0, 49, -24, -40.684225 - 0.755375
136, 240, 241, -1 - 29, -45, -13, 0, 74.773400 - 0.352824
137, 242, 243, -1 - -13, -15, 38, -35, -78.191473 - 0.013233
138, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
139, 244, 245, -1 - 0, 0, 49, -24, -40.684225 - 0.779350
140, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
141, 246, 247, -1 - 9, 24, 16, -15, -83.391827 - 0.001733
142, 248, 249, -1 - 35, -27, -29, 0, -70.488601 - 0.211056
143, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
144, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
145, 250, 251, -1 - 8, 6, -14, 14, -53.361614 - 0.327389
146, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
147, 252, 253, -1 - 54, -8, -1, -20, -90.789514 - 0.166721
148, 254, 255, -1 - 55, -8, 41, -43, -19.577624 - 0.112703
149, 256, 257, -1 - 54, -8, -1, -20, -90.789514 - 0.253187
150, 258, 259, -1 - 48, -16, -41, 3, -81.066317 - 0.030306
151, 260, 261, -1 - 53, -3, 48, -34, -40.055544 - 0.492133
152, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
153, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
154, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
155, 262, 263, -1 - 10, -44, 1, 2, 26.932585 - 0.609840
156, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
157, 264, 265, -1 - 0, 0, 49, -24, -40.684225 - 0.811278
158, 266, 267, -1 - 31, 6, 44, -39, 34.580523 - 0.024013
159, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
160, 268, 269, -1 - -19, 14, 45, -37, 15.927610 - 0.032289
161, 270, 271, -1 - 16, -13, -1, 38, -89.794610 - 1.000000
162, 272, 273, -1 - 0, -55, 46, -35, -85.839412 - 1.000000
163, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
164, 274, 275, -1 - 21, -18, -29, 15, 38.273263 - 0.007649
165, 276, 277, -1 - 22, 22, 25, -53, -24.961089 - 0.825164
166, 278, 279, -1 - 35, -12, -16, -37, 18.570513 - 0.039643
167, 280, 281, -1 - 18, -9, -13, 1, -72.283090 - 0.058758
168, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
169, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
170, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
171, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
172, 282, 283, -1 - -20, 34, 47, -24, -85.009308 - 0.213580
173, 284, 285, -1 - 27, 23, 47, -20, -82.073428 - 0.020465
174, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
175, 286, 287, -1 - 37, -10, 22, -44, -71.544542 - 0.546506
176, 288, 289, -1 - -13, -13, -9, 1, 74.169134 - 0.959113
177, 290, 291, -1 - 15, 0, -14, -56, -62.303537 - 0.149919
178, 292, 293, -1 - 4, -55, 45, 17, 51.853999 - 0.005270
179, 294, 295, -1 - -2, -5, -12, -15, 28.061769 - 0.503258
180, 296, 297, -1 - -8, 17, 38, -22, 86.327708 - 0.131838
181, 298, 299, -1 - -14, -1, 11, 1, 20.175787 - 0.030082
182, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
183, 300, 301, -1 - -29, -12, 1, 0, 6.912442 - 0.857148
184, 302, 303, -1 - 11, -3, -45, 10, 61.540574 - 0.688048
185, 304, 305, -1 - -9, -8, 25, -1, -79.729606 - 0.033900
186, 306, 307, -1 - 0, 1, 24, 3, 91.082492 - 0.145614
187, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
188, 308, 309, -1 - -54, 10, 0, -34, -23.593860 - 0.285339
189, 310, 311, -1 - -7, 50, 7, 26, 73.650319 - 0.607349
190, 312, 313, -1 - 33, -49, -26, -50, 78.533280 - 0.972670
191, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
192, 314, 315, -1 - 11, -39, -30, -26, 50.492874 - 0.330576
193, 316, 317, -1 - 32, 33, -26, 44, -46.549883 - 0.060122
194, 318, 319, -1 - -22, -26, -16, -12, -7.669301 - 0.025975
195, 320, 321, -1 - 13, 0, -7, 32, -42.332224 - 1.000000
196, 322, 323, -1 - -31, 0, 46, -35, -30.191961 - 0.855220
197, 324, 325, -1 - -7, 1, 50, -16, -79.155858 - 0.426328
198, 326, 327, -1 - 9, 41, -53, 8, 57.579272 - 0.991076
199, 328, 329, -1 - 51, 4, 15, 5, 84.154790 - 0.076647
200, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
201, 330, 331, -1 - -44, -6, -24, 0, 33.817560 - 0.086504
202, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
203, 332, 333, -1 - 31, 27, -16, -8, -92.437513 - 0.266765
204, 334, 335, -1 - -46, -33, 0, 16, -77.623829 - 0.189017
205, 336, 337, -1 - -21, -37, -10, 22, 24.344615 - 0.004921
206, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
207, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
208, 338, 339, -1 - -14, -1, 11, 1, 20.175787 - 0.006616
209, 340, 341, -1 - 17, -1, 1, 1, 48.844874 - 1.000000
210, 342, 343, -1 - 12, 3, -33, -20, -93.127232 - 0.019430
211, 344, 345, -1 - -10, -4, -33, 7, 89.153722 - 0.986545
212, 346, 347, -1 - 13, 0, -7, 32, -42.332224 - 0.633457
213, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
214, 348, 349, -1 - 22, -21, -29, -34, 83.318583 - 0.172037
215, 350, 351, -1 - 6, 38, -10, -14, 50.675985 - 0.040038
216, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
217, 352, 353, -1 - 11, -3, -45, 10, 61.540574 - 0.852405
218, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
219, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
220, 354, 355, -1 - -41, 9, -32, 30, -5.233924 - 0.007560
221, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
222, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
223, 356, 357, -1 - 38, 45, 2, -15, -8.987701 - 0.954434
224, 358, 359, -1 - -18, 14, -28, 27, -47.129734 - 0.811278
225, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
226, 360, 361, -1 - -17, 14, 46, 4, 54.222236 - 0.021424
227, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
228, 362, 363, -1 - 2, -53, 16, -3, -9.964293 - 0.022161
229, 364, 365, -1 - 0, -55, 46, -35, -85.839412 - 0.918296
230, 366, 367, -1 - 0, -55, 46, -35, -85.839412 - 0.156491
231, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
232, 368, 369, -1 - 0, -55, 46, -35, -85.839412 - 0.543564
233, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
234, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
235, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
236, 370, 371, -1 - 42, -23, 45, 7, 91.808832 - 0.071735
237, 372, 373, -1 - 33, -46, 9, -30, -92.175054 - 0.840359
238, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
239, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
240, 374, 375, -1 - 28, -25, -50, 9, -38.651692 - 0.556657
241, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
242, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
243, 376, 377, -1 - -43, -14, 43, -16, -19.919431 - 0.003762
244, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
245, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
246, 378, 379, -1 - 0, -28, -50, -11, -8.206427 - 0.249882
247, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
248, 380, 381, -1 - -17, -23, -20, -45, -17.307047 - 0.788076
249, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
250, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
251, 382, 383, -1 - 7, -1, 10, 35, 1.406903 - 0.413817
252, 384, 385, -1 - -30, 6, -36, -4, -85.985900 - 0.275005
253, 386, 387, -1 - 8, -15, 51, -15, 55.400250 - 0.034768
254, 388, 389, -1 - 21, -39, 22, -5, 56.346324 - 0.549286
255, 390, 391, -1 - 8, -21, 2, -42, -55.247658 - 0.090073
256, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
257, 392, 393, -1 - 0, 0, 49, -24, -40.684225 - 0.055498
258, 394, 395, -1 - 38, 26, 50, -20, -62.590411 - 0.006882
259, 396, 397, -1 - 36, 30, -26, 32, 42.197943 - 0.276195
260, 398, 399, -1 - -5, 1, 23, -10, -2.426222 - 0.190349
261, 400, 401, -1 - 29, -45, 47, -30, 5.795465 - 0.072515
262, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
263, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
264, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
265, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
266, 402, 403, -1 - 35, -12, -16, -37, 18.570513 - 0.721928
267, 404, 405, -1 - 12, 15, 56, -10, -18.521683 - 0.015523
268, 406, 407, -1 - 17, -1, 1, 1, 48.844874 - 0.026736
269, 408, 409, -1 - 18, -9, -13, 1, -72.283090 - 0.918296
270, 410, 411, -1 - -18, 9, 13, 7, 36.295663 - 0.988699
271, 412, 413, -1 - 12, -7, 8, -21, 56.028932 - 0.857148
272, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
273, 414, 415, -1 - 5, 22, 28, 43, 29.264199 - 0.615827
274, 416, 417, -1 - 9, 31, -45, 16, 81.670583 - 1.000000
275, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
276, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
277, 418, 419, -1 - 24, -15, 49, -25, -57.377850 - 0.337290
278, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
279, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
280, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
281, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
282, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
283, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
284, 420, 421, -1 - -14, -31, -6, 41, 23.856319 - 0.238003
285, 422, 423, -1 - -13, -6, -46, 1, 84.966582 - 0.005332
286, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
287, 424, 425, -1 - -29, -10, -13, -33, -17.813654 - 0.721928
288, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
289, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
290, 426, 427, -1 - 33, 0, 30, -32, -89.135411 - 0.044475
291, 428, 429, -1 - 16, 7, -1, 0, 90.533158 - 0.413817
292, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
293, 430, 431, -1 - -9, -3, -57, -8, 10.556352 - 0.266765
294, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
295, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
296, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
297, 432, 433, -1 - 27, 3, -22, 26, -81.530198 - 0.693037
298, 434, 435, -1 - -28, -49, 24, -37, 14.774010 - 0.019525
299, 436, 437, -1 - -22, -28, -17, 5, -2.255318 - 0.918296
300, 438, 439, -1 - 17, -1, 1, 1, 48.844874 - 0.918296
301, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
302, 440, 441, -1 - 38, 45, 2, -15, -8.987701 - 0.503258
303, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
304, 442, 443, -1 - -1, -51, 43, -29, 16.751610 - 0.836641
305, 444, 445, -1 - 0, -20, 30, -2, -24.063845 - 0.008262
306, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
307, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
308, 446, 447, -1 - 0, -55, 46, -35, -85.839412 - 0.721928
309, 448, 449, -1 - -44, 19, 16, -30, 87.597278 - 0.026226
310, 450, 451, -1 - -44, -28, -21, 7, 13.608203 - 0.918296
311, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
312, 452, 453, -1 - -3, -3, -46, -30, 11.044649 - 0.609840
313, 454, 455, -1 - -19, -18, 45, -16, -93.102817 - 0.167027
314, 456, 457, -1 - 23, -27, -22, -42, 15.567492 - 0.019924
315, 458, 459, -1 - -32, -40, -10, -44, -74.132511 - 0.996134
316, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
317, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
318, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
319, 460, 461, -1 - 23, 34, -9, -10, 45.219275 - 0.006364
320, 462, 463, -1 - 0, -55, 46, -35, -85.839412 - 0.503258
321, 464, 465, -1 - 12, 15, 56, -10, -18.521683 - 0.943602
322, 466, 467, -1 - 9, 31, -45, 16, 81.670583 - 0.903343
323, 468, 469, -1 - -4, -38, 3, -10, -1.223792 - 0.161562
324, 470, 471, -1 - 34, -40, 56, 5, -56.608783 - 0.956105
325, 472, 473, -1 - 19, -48, 53, 10, 70.830409 - 0.216660
326, 474, 475, -1 - -19, -18, 45, -16, -93.102817 - 0.999969
327, 476, 477, -1 - 24, -21, 33, -41, -83.721427 - 0.819291
328, 478, 479, -1 - 9, 1, -16, 0, 12.302011 - 0.493967
329, 480, 481, -1 - 38, -15, 25, 36, -31.907102 - 0.009984
330, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
331, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
332, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
333, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
334, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
335, 482, 483, -1 - -42, 23, 18, 1, -27.811518 - 0.771558
336, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
337, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
338, 484, 485, -1 - 30, 49, -50, 27, 85.509812 - 0.006407
339, 486, 487, -1 - 0, -23, -7, 8, 64.030885 - 0.276195
340, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
341, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
342, 488, 489, -1 - 11, 1, -6, 4, 48.136845 - 0.954434
343, 490, 491, -1 - -21, 24, 12, -7, -24.063845 - 0.011055
344, 492, 493, -1 - 17, -1, 1, 1, 48.844874 - 0.297472
345, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
346, 494, 495, -1 - 3, -27, 52, 2, -10.397656 - 0.123115
347, 496, 497, -1 - -29, -10, -13, -33, -17.813654 - 0.870864
348, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
349, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
350, 498, 499, -1 - -11, -14, 33, -19, -3.128147 - 0.009293
351, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
352, 500, 501, -1 - -22, -28, -17, 5, -2.255318 - 0.721928
353, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
354, 502, 503, -1 - 17, -1, 1, 1, 48.844874 - 0.811278
355, 504, 505, -1 - -11, 44, 11, -44, -41.264077 - 0.005557
356, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
357, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
358, 0, 0, 12 - 0, 0, 0, 0, 0.000000 - 0.000000
359, 506, 507, -1 - -29, -10, -13, -33, -17.813654 - 1.000000
360, 508, 509, -1 - -1, 52, 26, 37, 33.182775 - 0.021462
361, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
362, 510, 511, -1 - -21, -13, 24, -2, 30.784021 - 0.228918
363, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
364, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
365, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
366, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
367, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
368, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
369, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
370, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
371, 512, 513, -1 - -26, 19, 16, -43, 76.189459 - 0.881291
372, 514, 515, -1 - 0, 0, 49, -24, -40.684225 - 0.591673
373, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
374, 516, 517, -1 - -2, -12, 29, -42, -56.230354 - 0.568115
375, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
376, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
377, 518, 519, -1 - 24, 2, 43, -7, 84.185308 - 0.191433
